Open time,Close
2018-02-17 00:00:00.000000 UTC,11039.55
2018-02-18 00:00:00.000000 UTC,10383.43
2018-02-19 00:00:00.000000 UTC,11153
2018-02-20 00:00:00.000000 UTC,11200.99
2018-02-21 00:00:00.000000 UTC,10437.6
2018-02-22 00:00:00.000000 UTC,9811.04
2018-02-23 00:00:00.000000 UTC,10131.04
2018-02-24 00:00:00.000000 UTC,9694.51
2018-02-25 00:00:00.000000 UTC,9590
2018-02-26 00:00:00.000000 UTC,10324
2018-02-27 00:00:00.000000 UTC,10569.04
2018-02-28 00:00:00.000000 UTC,10326.76
2018-03-01 00:00:00.000000 UTC,10920
2018-03-02 00:00:00.000000 UTC,11039
2018-03-03 00:00:00.000000 UTC,11464.48
2018-03-04 00:00:00.000000 UTC,11515
2018-03-05 00:00:00.000000 UTC,11454
2018-03-06 00:00:00.000000 UTC,10716.48
2018-03-07 00:00:00.000000 UTC,9910
2018-03-08 00:00:00.000000 UTC,9271.64
2018-03-09 00:00:00.000000 UTC,9227
2018-03-10 00:00:00.000000 UTC,8770.22
2018-03-11 00:00:00.000000 UTC,9533.57
2018-03-12 00:00:00.000000 UTC,9131.34
2018-03-13 00:00:00.000000 UTC,9150
2018-03-14 00:00:00.000000 UTC,8170
2018-03-15 00:00:00.000000 UTC,8240.98
2018-03-16 00:00:00.000000 UTC,8260
2018-03-17 00:00:00.000000 UTC,7824.8
2018-03-18 00:00:00.000000 UTC,8189.99
2018-03-19 00:00:00.000000 UTC,8600
2018-03-20 00:00:00.000000 UTC,8909.98
2018-03-21 00:00:00.000000 UTC,8885
2018-03-22 00:00:00.000000 UTC,8722.9
2018-03-23 00:00:00.000000 UTC,8898.03
2018-03-24 00:00:00.000000 UTC,8546.86
2018-03-25 00:00:00.000000 UTC,8470.15
2018-03-26 00:00:00.000000 UTC,8134.23
2018-03-27 00:00:00.000000 UTC,7795.51
2018-03-28 00:00:00.000000 UTC,7949.3
2018-03-29 00:00:00.000000 UTC,7090.14
2018-03-30 00:00:00.000000 UTC,6840.23
2018-03-31 00:00:00.000000 UTC,6923.91
2018-04-01 00:00:00.000000 UTC,6813.01
2018-04-02 00:00:00.000000 UTC,7056
2018-04-03 00:00:00.000000 UTC,7405.21
2018-04-04 00:00:00.000000 UTC,6796.1
2018-04-05 00:00:00.000000 UTC,6770.76
2018-04-06 00:00:00.000000 UTC,6601.39
2018-04-07 00:00:00.000000 UTC,6895.8
2018-04-08 00:00:00.000000 UTC,7018
2018-04-09 00:00:00.000000 UTC,6782.72
2018-04-10 00:00:00.000000 UTC,6843.9
2018-04-11 00:00:00.000000 UTC,6953.79
2018-04-12 00:00:00.000000 UTC,7923
2018-04-13 00:00:00.000000 UTC,7877.41
2018-04-14 00:00:00.000000 UTC,7999.01
2018-04-15 00:00:00.000000 UTC,8355
2018-04-16 00:00:00.000000 UTC,8064.92
2018-04-17 00:00:00.000000 UTC,7885.02
2018-04-18 00:00:00.000000 UTC,8173
2018-04-19 00:00:00.000000 UTC,8278
2018-04-20 00:00:00.000000 UTC,8856.98
2018-04-21 00:00:00.000000 UTC,8915.31
2018-04-22 00:00:00.000000 UTC,8787.02
2018-04-23 00:00:00.000000 UTC,8934.01
2018-04-24 00:00:00.000000 UTC,9619.99
2018-04-25 00:00:00.000000 UTC,8869.99
2018-04-26 00:00:00.000000 UTC,9266
2018-04-27 00:00:00.000000 UTC,8915.35
2018-04-28 00:00:00.000000 UTC,9348
2018-04-29 00:00:00.000000 UTC,9419
2018-04-30 00:00:00.000000 UTC,9246.01
2018-05-01 00:00:00.000000 UTC,9071.48
2018-05-02 00:00:00.000000 UTC,9247.84
2018-05-03 00:00:00.000000 UTC,9750
2018-05-04 00:00:00.000000 UTC,9713.99
2018-05-05 00:00:00.000000 UTC,9864
2018-05-06 00:00:00.000000 UTC,9659.01
2018-05-07 00:00:00.000000 UTC,9365
2018-05-08 00:00:00.000000 UTC,9187.56
2018-05-09 00:00:00.000000 UTC,9310
2018-05-10 00:00:00.000000 UTC,9002.2
2018-05-11 00:00:00.000000 UTC,8400
2018-05-12 00:00:00.000000 UTC,8465.94
2018-05-13 00:00:00.000000 UTC,8679.71
2018-05-14 00:00:00.000000 UTC,8663.34
2018-05-15 00:00:00.000000 UTC,8462
2018-05-16 00:00:00.000000 UTC,8330
2018-05-17 00:00:00.000000 UTC,8041.46
2018-05-18 00:00:00.000000 UTC,8239.81
2018-05-19 00:00:00.000000 UTC,8233.49
2018-05-20 00:00:00.000000 UTC,8526.98
2018-05-21 00:00:00.000000 UTC,8381.24
2018-05-22 00:00:00.000000 UTC,7977.11
2018-05-23 00:00:00.000000 UTC,7501.95
2018-05-24 00:00:00.000000 UTC,7575.01
2018-05-25 00:00:00.000000 UTC,7457
2018-05-26 00:00:00.000000 UTC,7333.96
2018-05-27 00:00:00.000000 UTC,7338.99
2018-05-28 00:00:00.000000 UTC,7099
2018-05-29 00:00:00.000000 UTC,7461.29
2018-05-30 00:00:00.000000 UTC,7375.96
2018-05-31 00:00:00.000000 UTC,7485.01
2018-06-01 00:00:00.000000 UTC,7521.01
2018-06-02 00:00:00.000000 UTC,7640.03
2018-06-03 00:00:00.000000 UTC,7714.26
2018-06-04 00:00:00.000000 UTC,7487
2018-06-05 00:00:00.000000 UTC,7625
2018-06-06 00:00:00.000000 UTC,7658.84
2018-06-07 00:00:00.000000 UTC,7691.08
2018-06-08 00:00:00.000000 UTC,7603.44
2018-06-09 00:00:00.000000 UTC,7491.73
2018-06-10 00:00:00.000000 UTC,6764.99
2018-06-11 00:00:00.000000 UTC,6872
2018-06-12 00:00:00.000000 UTC,6530
2018-06-13 00:00:00.000000 UTC,6292.78
2018-06-14 00:00:00.000000 UTC,6635.98
2018-06-15 00:00:00.000000 UTC,6388.9
2018-06-16 00:00:00.000000 UTC,6483.98
2018-06-17 00:00:00.000000 UTC,6449.61
2018-06-18 00:00:00.000000 UTC,6712.46
2018-06-19 00:00:00.000000 UTC,6741.21
2018-06-20 00:00:00.000000 UTC,6761.51
2018-06-21 00:00:00.000000 UTC,6718.84
2018-06-22 00:00:00.000000 UTC,6045
2018-06-23 00:00:00.000000 UTC,6149.98
2018-06-24 00:00:00.000000 UTC,6136.97
2018-06-25 00:00:00.000000 UTC,6252
2018-06-26 00:00:00.000000 UTC,6070.78
2018-06-27 00:00:00.000000 UTC,6133.73
2018-06-28 00:00:00.000000 UTC,5853.98
2018-06-29 00:00:00.000000 UTC,6197.92
2018-06-30 00:00:00.000000 UTC,6390.07
2018-07-01 00:00:00.000000 UTC,6356.81
2018-07-02 00:00:00.000000 UTC,6615.29
2018-07-03 00:00:00.000000 UTC,6513.86
2018-07-04 00:00:00.000000 UTC,6586.98
2018-07-05 00:00:00.000000 UTC,6529.2
2018-07-06 00:00:00.000000 UTC,6609.78
2018-07-07 00:00:00.000000 UTC,6756.98
2018-07-08 00:00:00.000000 UTC,6712.1
2018-07-09 00:00:00.000000 UTC,6662.12
2018-07-10 00:00:00.000000 UTC,6296.91
2018-07-11 00:00:00.000000 UTC,6378.07
2018-07-12 00:00:00.000000 UTC,6250.57
2018-07-13 00:00:00.000000 UTC,6214.57
2018-07-14 00:00:00.000000 UTC,6251.99
2018-07-15 00:00:00.000000 UTC,6353.01
2018-07-16 00:00:00.000000 UTC,6723.35
2018-07-17 00:00:00.000000 UTC,7317.44
2018-07-18 00:00:00.000000 UTC,7381.9
2018-07-19 00:00:00.000000 UTC,7466.21
2018-07-20 00:00:00.000000 UTC,7337.53
2018-07-21 00:00:00.000000 UTC,7398.78
2018-07-22 00:00:00.000000 UTC,7394.79
2018-07-23 00:00:00.000000 UTC,7721.01
2018-07-24 00:00:00.000000 UTC,8397.24
2018-07-25 00:00:00.000000 UTC,8175.64
2018-07-26 00:00:00.000000 UTC,7920
2018-07-27 00:00:00.000000 UTC,8188.57
2018-07-28 00:00:00.000000 UTC,8225.04
2018-07-29 00:00:00.000000 UTC,8211
2018-07-30 00:00:00.000000 UTC,8173.92
2018-07-31 00:00:00.000000 UTC,7730.93
2018-08-01 00:00:00.000000 UTC,7604.58
2018-08-02 00:00:00.000000 UTC,7525.71
2018-08-03 00:00:00.000000 UTC,7418.78
2018-08-04 00:00:00.000000 UTC,7009.84
2018-08-05 00:00:00.000000 UTC,7024.19
2018-08-06 00:00:00.000000 UTC,6934.82
2018-08-07 00:00:00.000000 UTC,6720.06
2018-08-08 00:00:00.000000 UTC,6285
2018-08-09 00:00:00.000000 UTC,6529.79
2018-08-10 00:00:00.000000 UTC,6144.01
2018-08-11 00:00:00.000000 UTC,6232.35
2018-08-12 00:00:00.000000 UTC,6308.33
2018-08-13 00:00:00.000000 UTC,6246.35
2018-08-14 00:00:00.000000 UTC,6188.08
2018-08-15 00:00:00.000000 UTC,6267.16
2018-08-16 00:00:00.000000 UTC,6311.75
2018-08-17 00:00:00.000000 UTC,6584.49
2018-08-18 00:00:00.000000 UTC,6387.96
2018-08-19 00:00:00.000000 UTC,6477.53
2018-08-20 00:00:00.000000 UTC,6254.84
2018-08-21 00:00:00.000000 UTC,6480
2018-08-22 00:00:00.000000 UTC,6360.89
2018-08-23 00:00:00.000000 UTC,6525.01
2018-08-24 00:00:00.000000 UTC,6681.64
2018-08-25 00:00:00.000000 UTC,6733.64
2018-08-26 00:00:00.000000 UTC,6700
2018-08-27 00:00:00.000000 UTC,6908.64
2018-08-28 00:00:00.000000 UTC,7076.11
2018-08-29 00:00:00.000000 UTC,7031.22
2018-08-30 00:00:00.000000 UTC,6984.84
2018-08-31 00:00:00.000000 UTC,7011.21
2018-09-01 00:00:00.000000 UTC,7200.01
2018-09-02 00:00:00.000000 UTC,7302.01
2018-09-03 00:00:00.000000 UTC,7263.02
2018-09-04 00:00:00.000000 UTC,7359.06
2018-09-05 00:00:00.000000 UTC,6700
2018-09-06 00:00:00.000000 UTC,6516.01
2018-09-07 00:00:00.000000 UTC,6395.54
2018-09-08 00:00:00.000000 UTC,6185.05
2018-09-09 00:00:00.000000 UTC,6250.81
2018-09-10 00:00:00.000000 UTC,6312
2018-09-11 00:00:00.000000 UTC,6294.91
2018-09-12 00:00:00.000000 UTC,6338.62
2018-09-13 00:00:00.000000 UTC,6487.38
2018-09-14 00:00:00.000000 UTC,6476.63
2018-09-15 00:00:00.000000 UTC,6514.96
2018-09-16 00:00:00.000000 UTC,6505
2018-09-17 00:00:00.000000 UTC,6248.69
2018-09-18 00:00:00.000000 UTC,6336.45
2018-09-19 00:00:00.000000 UTC,6391.89
2018-09-20 00:00:00.000000 UTC,6492
2018-09-21 00:00:00.000000 UTC,6759.02
2018-09-22 00:00:00.000000 UTC,6723.05
2018-09-23 00:00:00.000000 UTC,6708
2018-09-24 00:00:00.000000 UTC,6581.39
2018-09-25 00:00:00.000000 UTC,6447.54
2018-09-26 00:00:00.000000 UTC,6465.12
2018-09-27 00:00:00.000000 UTC,6689.13
2018-09-28 00:00:00.000000 UTC,6634.58
2018-09-29 00:00:00.000000 UTC,6596.38
2018-09-30 00:00:00.000000 UTC,6626.57
2018-10-01 00:00:00.000000 UTC,6611.61
2018-10-02 00:00:00.000000 UTC,6525.79
2018-10-03 00:00:00.000000 UTC,6510
2018-10-04 00:00:00.000000 UTC,6593.79
2018-10-05 00:00:00.000000 UTC,6635.65
2018-10-06 00:00:00.000000 UTC,6594.27
2018-10-07 00:00:00.000000 UTC,6615.26
2018-10-08 00:00:00.000000 UTC,6673.01
2018-10-09 00:00:00.000000 UTC,6656.61
2018-10-10 00:00:00.000000 UTC,6631
2018-10-11 00:00:00.000000 UTC,6252.68
2018-10-12 00:00:00.000000 UTC,6298.01
2018-10-13 00:00:00.000000 UTC,6332.93
2018-10-14 00:00:00.000000 UTC,6339.34
2018-10-15 00:00:00.000000 UTC,6752.5
2018-10-16 00:00:00.000000 UTC,6759.27
2018-10-17 00:00:00.000000 UTC,6740.89
2018-10-18 00:00:00.000000 UTC,6618.96
2018-10-19 00:00:00.000000 UTC,6528.88
2018-10-20 00:00:00.000000 UTC,6588.4
2018-10-21 00:00:00.000000 UTC,6590.11
2018-10-22 00:00:00.000000 UTC,6581.2
2018-10-23 00:00:00.000000 UTC,6553.51
2018-10-24 00:00:00.000000 UTC,6565.5
2018-10-25 00:00:00.000000 UTC,6528.09
2018-10-26 00:00:00.000000 UTC,6538.63
2018-10-27 00:00:00.000000 UTC,6505.6
2018-10-28 00:00:00.000000 UTC,6489.93
2018-10-29 00:00:00.000000 UTC,6344.5
2018-10-30 00:00:00.000000 UTC,6330.87
2018-10-31 00:00:00.000000 UTC,6371.93
2018-11-01 00:00:00.000000 UTC,6410
2018-11-02 00:00:00.000000 UTC,6433.98
2018-11-03 00:00:00.000000 UTC,6387.09
2018-11-04 00:00:00.000000 UTC,6485.85
2018-11-05 00:00:00.000000 UTC,6468.99
2018-11-06 00:00:00.000000 UTC,6519.11
2018-11-07 00:00:00.000000 UTC,6578.46
2018-11-08 00:00:00.000000 UTC,6479.84
2018-11-09 00:00:00.000000 UTC,6419.99
2018-11-10 00:00:00.000000 UTC,6433.05
2018-11-11 00:00:00.000000 UTC,6449.81
2018-11-12 00:00:00.000000 UTC,6453.07
2018-11-13 00:00:00.000000 UTC,6457.66
2018-11-14 00:00:00.000000 UTC,5922.41
2018-11-15 00:00:00.000000 UTC,5753.4
2018-11-16 00:00:00.000000 UTC,5655.94
2018-11-17 00:00:00.000000 UTC,5628.29
2018-11-18 00:00:00.000000 UTC,5662
2018-11-19 00:00:00.000000 UTC,4910.03
2018-11-20 00:00:00.000000 UTC,4558.86
2018-11-21 00:00:00.000000 UTC,4661.07
2018-11-22 00:00:00.000000 UTC,4370
2018-11-23 00:00:00.000000 UTC,4420.61
2018-11-24 00:00:00.000000 UTC,3932.44
2018-11-25 00:00:00.000000 UTC,4085.78
2018-11-26 00:00:00.000000 UTC,3862.2
2018-11-27 00:00:00.000000 UTC,3875.21
2018-11-28 00:00:00.000000 UTC,4264.85
2018-11-29 00:00:00.000000 UTC,4295.84
2018-11-30 00:00:00.000000 UTC,4041.32
2018-12-01 00:00:00.000000 UTC,4190.02
2018-12-02 00:00:00.000000 UTC,4161.01
2018-12-03 00:00:00.000000 UTC,3884.01
2018-12-04 00:00:00.000000 UTC,3951.64
2018-12-05 00:00:00.000000 UTC,3769.84
2018-12-06 00:00:00.000000 UTC,3508.75
2018-12-07 00:00:00.000000 UTC,3403.55
2018-12-08 00:00:00.000000 UTC,3410.93
2018-12-09 00:00:00.000000 UTC,3545.37
2018-12-10 00:00:00.000000 UTC,3432.88
2018-12-11 00:00:00.000000 UTC,3380.39
2018-12-12 00:00:00.000000 UTC,3445
2018-12-13 00:00:00.000000 UTC,3302.06
2018-12-14 00:00:00.000000 UTC,3224.17
2018-12-15 00:00:00.000000 UTC,3211.72
2018-12-16 00:00:00.000000 UTC,3228.67
2018-12-17 00:00:00.000000 UTC,3509.08
2018-12-18 00:00:00.000000 UTC,3652.98
2018-12-19 00:00:00.000000 UTC,3662.22
2018-12-20 00:00:00.000000 UTC,4049.62
2018-12-21 00:00:00.000000 UTC,3838.66
2018-12-22 00:00:00.000000 UTC,3948.91
2018-12-23 00:00:00.000000 UTC,3929.71
2018-12-24 00:00:00.000000 UTC,4008.01
2018-12-25 00:00:00.000000 UTC,3745.79
2018-12-26 00:00:00.000000 UTC,3777.74
2018-12-27 00:00:00.000000 UTC,3567.91
2018-12-28 00:00:00.000000 UTC,3839.26
2018-12-29 00:00:00.000000 UTC,3695.32
2018-12-30 00:00:00.000000 UTC,3801.91
2018-12-31 00:00:00.000000 UTC,3702.9
2019-01-01 00:00:00.000000 UTC,3797.14
2019-01-02 00:00:00.000000 UTC,3858.56
2019-01-03 00:00:00.000000 UTC,3766.78
2019-01-04 00:00:00.000000 UTC,3792.01
2019-01-05 00:00:00.000000 UTC,3770.96
2019-01-06 00:00:00.000000 UTC,3987.6
2019-01-07 00:00:00.000000 UTC,3975.45
2019-01-08 00:00:00.000000 UTC,3955.13
2019-01-09 00:00:00.000000 UTC,3966.65
2019-01-10 00:00:00.000000 UTC,3585.88
2019-01-11 00:00:00.000000 UTC,3601.31
2019-01-12 00:00:00.000000 UTC,3583.13
2019-01-13 00:00:00.000000 UTC,3476.81
2019-01-14 00:00:00.000000 UTC,3626.09
2019-01-15 00:00:00.000000 UTC,3553.06
2019-01-16 00:00:00.000000 UTC,3591.84
2019-01-17 00:00:00.000000 UTC,3616.21
2019-01-18 00:00:00.000000 UTC,3594.87
2019-01-19 00:00:00.000000 UTC,3665.3
2019-01-20 00:00:00.000000 UTC,3539.28
2019-01-21 00:00:00.000000 UTC,3526.9
2019-01-22 00:00:00.000000 UTC,3570.93
2019-01-23 00:00:00.000000 UTC,3552.82
2019-01-24 00:00:00.000000 UTC,3569.62
2019-01-25 00:00:00.000000 UTC,3565.29
2019-01-26 00:00:00.000000 UTC,3565.25
2019-01-27 00:00:00.000000 UTC,3550.84
2019-01-28 00:00:00.000000 UTC,3434.15
2019-01-29 00:00:00.000000 UTC,3411.04
2019-01-30 00:00:00.000000 UTC,3458.18
2019-01-31 00:00:00.000000 UTC,3434.1
2019-02-01 00:00:00.000000 UTC,3462.07
2019-02-02 00:00:00.000000 UTC,3504.77
2019-02-03 00:00:00.000000 UTC,3458.11
2019-02-04 00:00:00.000000 UTC,3463.22
2019-02-05 00:00:00.000000 UTC,3471.59
2019-02-06 00:00:00.000000 UTC,3405.37
2019-02-07 00:00:00.000000 UTC,3398.4
2019-02-08 00:00:00.000000 UTC,3659.04
2019-02-09 00:00:00.000000 UTC,3665.18
2019-02-10 00:00:00.000000 UTC,3680.06
2019-02-11 00:00:00.000000 UTC,3631.05
2019-02-12 00:00:00.000000 UTC,3631.46
2019-02-13 00:00:00.000000 UTC,3609.4
2019-02-14 00:00:00.000000 UTC,3590.56
2019-02-15 00:00:00.000000 UTC,3602.47
2019-02-16 00:00:00.000000 UTC,3618.41
2019-02-17 00:00:00.000000 UTC,3667.58
2019-02-18 00:00:00.000000 UTC,3898.6
2019-02-19 00:00:00.000000 UTC,3907.79
2019-02-20 00:00:00.000000 UTC,3969.74
2019-02-21 00:00:00.000000 UTC,3937.31
2019-02-22 00:00:00.000000 UTC,3962
2019-02-23 00:00:00.000000 UTC,4117.76
2019-02-24 00:00:00.000000 UTC,3743.56
2019-02-25 00:00:00.000000 UTC,3827.92
2019-02-26 00:00:00.000000 UTC,3809.23
2019-02-27 00:00:00.000000 UTC,3818.07
2019-02-28 00:00:00.000000 UTC,3813.69
2019-03-01 00:00:00.000000 UTC,3823
2019-03-02 00:00:00.000000 UTC,3819.93
2019-03-03 00:00:00.000000 UTC,3807.75
2019-03-04 00:00:00.000000 UTC,3715.3
2019-03-05 00:00:00.000000 UTC,3857.73
2019-03-06 00:00:00.000000 UTC,3861.84
2019-03-07 00:00:00.000000 UTC,3873.64
2019-03-08 00:00:00.000000 UTC,3864.89
2019-03-09 00:00:00.000000 UTC,3943.04
2019-03-10 00:00:00.000000 UTC,3916.82
2019-03-11 00:00:00.000000 UTC,3871.61
2019-03-12 00:00:00.000000 UTC,3882.73
2019-03-13 00:00:00.000000 UTC,3866
2019-03-14 00:00:00.000000 UTC,3877.12
2019-03-15 00:00:00.000000 UTC,3923.76
2019-03-16 00:00:00.000000 UTC,4005.98
2019-03-17 00:00:00.000000 UTC,3981.14
2019-03-18 00:00:00.000000 UTC,3987.81
2019-03-19 00:00:00.000000 UTC,4015.53
2019-03-20 00:00:00.000000 UTC,4043.04
2019-03-21 00:00:00.000000 UTC,3980.64
2019-03-22 00:00:00.000000 UTC,3986.93
2019-03-23 00:00:00.000000 UTC,4006.01
2019-03-24 00:00:00.000000 UTC,3992.18
2019-03-25 00:00:00.000000 UTC,3936.12
2019-03-26 00:00:00.000000 UTC,3948.55
2019-03-27 00:00:00.000000 UTC,4038.05
2019-03-28 00:00:00.000000 UTC,4027.81
2019-03-29 00:00:00.000000 UTC,4103.25
2019-03-30 00:00:00.000000 UTC,4106.97
2019-03-31 00:00:00.000000 UTC,4103.95
2019-04-01 00:00:00.000000 UTC,4144.56
2019-04-02 00:00:00.000000 UTC,4857.29
2019-04-03 00:00:00.000000 UTC,4932.6
2019-04-04 00:00:00.000000 UTC,4898.66
2019-04-05 00:00:00.000000 UTC,5004.95
2019-04-06 00:00:00.000000 UTC,5043.89
2019-04-07 00:00:00.000000 UTC,5170.27
2019-04-08 00:00:00.000000 UTC,5236.9
2019-04-09 00:00:00.000000 UTC,5150
2019-04-10 00:00:00.000000 UTC,5308.25
2019-04-11 00:00:00.000000 UTC,5017.37
2019-04-12 00:00:00.000000 UTC,5048.01
2019-04-13 00:00:00.000000 UTC,5045.22
2019-04-14 00:00:00.000000 UTC,5131.3
2019-04-15 00:00:00.000000 UTC,5024.95
2019-04-16 00:00:00.000000 UTC,5173.72
2019-04-17 00:00:00.000000 UTC,5202.82
2019-04-18 00:00:00.000000 UTC,5258.44
2019-04-19 00:00:00.000000 UTC,5258.68
2019-04-20 00:00:00.000000 UTC,5291.73
2019-04-21 00:00:00.000000 UTC,5256.14
2019-04-22 00:00:00.000000 UTC,5357.14
2019-04-23 00:00:00.000000 UTC,5493.31
2019-04-24 00:00:00.000000 UTC,5415
2019-04-25 00:00:00.000000 UTC,5219.9
2019-04-26 00:00:00.000000 UTC,5314.1
2019-04-27 00:00:00.000000 UTC,5295.69
2019-04-28 00:00:00.000000 UTC,5307.52
2019-04-29 00:00:00.000000 UTC,5238.14
2019-04-30 00:00:00.000000 UTC,5320.81
2019-05-01 00:00:00.000000 UTC,5383.2
2019-05-02 00:00:00.000000 UTC,5492.87
2019-05-03 00:00:00.000000 UTC,5772.69
2019-05-04 00:00:00.000000 UTC,5829.45
2019-05-05 00:00:00.000000 UTC,5775.62
2019-05-06 00:00:00.000000 UTC,5747.79
2019-05-07 00:00:00.000000 UTC,5846.34
2019-05-08 00:00:00.000000 UTC,5987.29
2019-05-09 00:00:00.000000 UTC,6209.18
2019-05-10 00:00:00.000000 UTC,6373.33
2019-05-11 00:00:00.000000 UTC,7076.22
2019-05-12 00:00:00.000000 UTC,6967.31
2019-05-13 00:00:00.000000 UTC,7790.71
2019-05-14 00:00:00.000000 UTC,7947.56
2019-05-15 00:00:00.000000 UTC,8169.87
2019-05-16 00:00:00.000000 UTC,7866.59
2019-05-17 00:00:00.000000 UTC,7355.26
2019-05-18 00:00:00.000000 UTC,7257.45
2019-05-19 00:00:00.000000 UTC,8148.48
2019-05-20 00:00:00.000000 UTC,7938.15
2019-05-21 00:00:00.000000 UTC,7904.87
2019-05-22 00:00:00.000000 UTC,7628.43
2019-05-23 00:00:00.000000 UTC,7851.51
2019-05-24 00:00:00.000000 UTC,7964.87
2019-05-25 00:00:00.000000 UTC,8025.41
2019-05-26 00:00:00.000000 UTC,8614.43
2019-05-27 00:00:00.000000 UTC,8756.32
2019-05-28 00:00:00.000000 UTC,8715.64
2019-05-29 00:00:00.000000 UTC,8645.68
2019-05-30 00:00:00.000000 UTC,8269.54
2019-05-31 00:00:00.000000 UTC,8555
2019-06-01 00:00:00.000000 UTC,8544.07
2019-06-02 00:00:00.000000 UTC,8725.98
2019-06-03 00:00:00.000000 UTC,8115.82
2019-06-04 00:00:00.000000 UTC,7687.03
2019-06-05 00:00:00.000000 UTC,7776.5
2019-06-06 00:00:00.000000 UTC,7786.7
2019-06-07 00:00:00.000000 UTC,7980.53
2019-06-08 00:00:00.000000 UTC,7893.62
2019-06-09 00:00:00.000000 UTC,7628.13
2019-06-10 00:00:00.000000 UTC,7982.75
2019-06-11 00:00:00.000000 UTC,7884.9
2019-06-12 00:00:00.000000 UTC,8127.64
2019-06-13 00:00:00.000000 UTC,8218.54
2019-06-14 00:00:00.000000 UTC,8650
2019-06-15 00:00:00.000000 UTC,8808.7
2019-06-16 00:00:00.000000 UTC,8953.33
2019-06-17 00:00:00.000000 UTC,9313.96
2019-06-18 00:00:00.000000 UTC,9081.55
2019-06-19 00:00:00.000000 UTC,9255.49
2019-06-20 00:00:00.000000 UTC,9517.12
2019-06-21 00:00:00.000000 UTC,10159.86
2019-06-22 00:00:00.000000 UTC,10729.5
2019-06-23 00:00:00.000000 UTC,10906.07
2019-06-24 00:00:00.000000 UTC,11056.59
2019-06-25 00:00:00.000000 UTC,11820.86
2019-06-26 00:00:00.000000 UTC,13093.8
2019-06-27 00:00:00.000000 UTC,11329.99
2019-06-28 00:00:00.000000 UTC,12400.63
2019-06-29 00:00:00.000000 UTC,11903.13
2019-06-30 00:00:00.000000 UTC,10854.1
2019-07-01 00:00:00.000000 UTC,10624.93
2019-07-02 00:00:00.000000 UTC,10842.85
2019-07-03 00:00:00.000000 UTC,11940
2019-07-04 00:00:00.000000 UTC,11145.67
2019-07-05 00:00:00.000000 UTC,10970.73
2019-07-06 00:00:00.000000 UTC,11256.49
2019-07-07 00:00:00.000000 UTC,11406.24
2019-07-08 00:00:00.000000 UTC,12238.6
2019-07-09 00:00:00.000000 UTC,12543.41
2019-07-10 00:00:00.000000 UTC,12108.37
2019-07-11 00:00:00.000000 UTC,11342.89
2019-07-12 00:00:00.000000 UTC,11757.22
2019-07-13 00:00:00.000000 UTC,11355.76
2019-07-14 00:00:00.000000 UTC,10174.18
2019-07-15 00:00:00.000000 UTC,10838.72
2019-07-16 00:00:00.000000 UTC,9439.59
2019-07-17 00:00:00.000000 UTC,9667.92
2019-07-18 00:00:00.000000 UTC,10627.16
2019-07-19 00:00:00.000000 UTC,10504.29
